Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)","Sodium 
(mg)","Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts"
McDonald’s,Sour Cream and Chive Baked Potato,310,,2.5,2.5,0,10,35,63,7,4,8,309
McDonald’s,Summer Berry Burst Fruit Cup,20,,0,0,0,0,0,5,1,3,0,23
Caf� Coffee Day,1% Chocolate Milk,150,,2.5,1.5,0,10,170,26,0,23,7,168
Caf� Coffee Day,1% White Milk,90,,2,1.5,0,10,105,10,0,10,7,95
Caf� Coffee Day,"All-Natural Lemonade, Large",380,,0,0,0,0,0,100,0,93,0,473
Caf� Coffee Day,"All-Natural Lemonade, Medium",330,,0,0,0,0,0,86,0,81,0,411
Caf� Coffee Day,"All-Natural Lemonade, Small",190,,0,0,0,0,0,50,0,47,0,237
Caf� Coffee Day,"Apple Kiwi Fruit Tea, Large",330,,0,0,0,0,60,83,0,80,0,410
Caf� Coffee Day,"Apple Kiwi Fruit Tea, Medium",300,,0,0,0,0,50,76,0,73,0,373
Caf� Coffee Day,"Apple Kiwi Fruit Tea, Small",170,,0,0,0,0,30,44,0,42,0,212
Caf� Coffee Day,"Barq’s Root Beer, Large",450,,0,0,0,0,180,122,0,122,0,572
Caf� Coffee Day,"Barq’s Root Beer, Medium",360,,0,0,0,0,150,98,0,98,0,458
Caf� Coffee Day,"Barq’s Root Beer, Small",220,,0,0,0,0,90,61,0,61,0,281
Caf� Coffee Day,"Brewed Unsweetened Iced Tea, Large",5,,0,0,0,0,25,2,0,0,0,5
Caf� Coffee Day,"Brewed Unsweetened Iced Tea, Medium",0,,0,0,0,0,15,1,0,0,0,0
Caf� Coffee Day,"Brewed Unsweetened Iced Tea, Small",0,,0,0,0,0,10,1,0,0,0,0
Caf� Coffee Day,"Caramel Iced Coffee, Medium",240,,8,5,0,25,45,40,0,36,3,278
Caf� Coffee Day,"Caramel Iced Coffee, Small",160,,6,3.5,0,20,30,26,0,24,2,186
Caf� Coffee Day,"Coca-Cola, Large",400,,0,0,0,0,90,109,0,109,0,509
Caf� Coffee Day,"Coca-Cola, Medium",320,,0,0,0,0,70,87,0,87,0,407
Caf� Coffee Day,"Coca-Cola, Small",200,,0,0,0,0,45,54,0,54,0,254
Caf� Coffee Day,"Coca-Cola Zero Sugar, Large",0,,0,0,0,0,100,1,0,0,0,0
Caf� Coffee Day,"Coca-Cola Zero Sugar, Medium",0,,0,0,0,0,80,1,0,0,0,0
Caf� Coffee Day,"Coca-Cola Zero Sugar, Small",0,,0,0,0,0,50,0,0,0,0,0
Caf� Coffee Day,"Diet Coke, Large",0,,0,0,0,0,125,1,0,0,0,0
Caf� Coffee Day,"Diet Coke, Medium",0,,0,0,0,0,100,1,0,0,0,0
Caf� Coffee Day,"Diet Coke, Small",0,,0,0,0,0,45,0,0,0,0,0
Caf� Coffee Day,"Dr Pepper, Large",240,,0,0,0,0,70,66,0,64,0,304
Caf� Coffee Day,"Dr Pepper, Medium",190,,0,0,0,0,55,53,0,51,0,241
Caf� Coffee Day,"Dr Pepper, Small",120,,0,0,0,0,35,33,0,32,0,152
Caf� Coffee Day,"Fanta Orange, Large",430,,0,0,0,0,110,117,0,115,0,545
Caf� Coffee Day,"Fanta Orange, Medium",340,,0,0,0,0,85,94,0,92,0,432
Caf� Coffee Day,"Fanta Orange, Small",210,,0,0,0,0,55,59,0,58,0,268
Caf� Coffee Day,"Hi-C Flashin’ Fruit Punch, Large",420,,0,0,0,0,140,115,0,113,0,533
Caf� Coffee Day,"Hi-C Flashin’ Fruit Punch, Medium",340,,0,0,0,0,115,92,0,90,0,430
Caf� Coffee Day,"Hi-C Flashin’ Fruit Punch, Small",210,,0,0,0,0,70,58,0,56,0,266
Caf� Coffee Day,"Honest Tropical Green Tea, Large",110,,0,0,0,0,55,29,0,29,0,139
Caf� Coffee Day,"Honest Tropical Green Tea, Medium",90,,0,0,0,0,40,22,0,22,0,112
Caf� Coffee Day,"Honest Tropical Green Tea, Small",60,,0,0,0,0,25,14,0,14,0,74
Caf� Coffee Day,Hot Tea,0,,0,0,0,0,0,1,0,0,0,0
Caf� Coffee Day,"Limeade, Large",460,,0,0,0,0,55,117,0,111,0,571
Caf� Coffee Day,"Limeade, Medium",380,,0,0,0,0,45,98,0,93,0,473
Caf� Coffee Day,"Limeade, Small",230,,0,0,0,0,30,59,0,56,0,286
Caf� Coffee Day,"Minute Maid Light Lemonade, Large",15,,0,0,0,0,10,2,0,0,0,15
Caf� Coffee Day,"Minute Maid Light Lemonade, Medium",10,,0,0,0,0,10,1,0,0,0,10
Caf� Coffee Day,"Minute Maid Light Lemonade, Small",5,,0,0,0,0,5,1,0,0,0,5
Caf� Coffee Day,"Mocha Iced Coffee, Medium",210,,8,5,0,25,40,32,0,28,3,240
Caf� Coffee Day,"Mocha Iced Coffee, Small",170,,6,3.5,0,20,30,28,0,25,2,197
Caf� Coffee Day,"Pear Berry Fruit Tea, Large",320,,0,0,0,0,60,82,0,76,0,396
Caf� Coffee Day,"Pear Berry Fruit Tea, Medium",300,,0,0,0,0,50,76,0,70,0,370
Caf� Coffee Day,"Pear Berry Fruit Tea, Small",170,,0,0,0,0,30,44,0,40,0,210
Caf� Coffee Day,"Skinny Vanilla Iced Coffee, Medium",100,,8,5,0,25,45,14,0,0,3,102
Caf� Coffee Day,"Skinny Vanilla Iced Coffee, Small",70,,5,3.5,0,15,30,6,0,0,2,72
Caf� Coffee Day,"Small Sprite, Small",200,,0,0,0,0,90,53,0,53,0,253
Caf� Coffee Day,"Sprite, Large",390,,0,0,0,0,180,105,0,105,0,495
Caf� Coffee Day,"Sprite, Medium",310,,0,0,0,0,140,84,0,84,0,394
Caf� Coffee Day,"Strawberry Lemonade, Large",480,,0,0,0,0,55,121,0,114,0,594
Caf� Coffee Day,"Strawberry Lemonade, Medium",380,,0,0,0,0,45,98,0,92,0,472
Caf� Coffee Day,"Strawberry Lemonade, Small",230,,0,0,0,0,30,58,0,54,0,284
Caf� Coffee Day,"Strawberry Sweet Tea, Large",270,,0,0,0,0,15,69,0,67,0,337
Caf� Coffee Day,"Strawberry Sweet Tea, Medium",240,,0,0,0,0,15,60,0,59,0,299
Caf� Coffee Day,"Strawberry Sweet Tea, Small",140,,0,0,0,0,10,36,0,35,0,175
Caf� Coffee Day,"Strawberry Tea, Large",90,,0,0,0,0,20,22,0,20,0,110
Caf� Coffee Day,"Strawberry Tea, Medium",60,,0,0,0,0,15,16,0,14,0,74
Caf� Coffee Day,"Strawberry Tea, Small",45,,0,0,0,0,10,11,0,10,0,55
Caf� Coffee Day,"Sweetened Iced Tea, Large",300,,0,0,0,0,25,77,0,75,0,375
Caf� Coffee Day,"Sweetened Iced Tea, Medium",220,,0,0,0,0,20,58,0,56,0,276
Caf� Coffee Day,"Sweetened Iced Tea, Small",160,,0,0,0,0,10,41,0,40,0,200
Caf� Coffee Day,"Vanilla Iced Coffee, Medium",250,,8,5,0,25,40,42,0,39,3,291
Caf� Coffee Day,"Vanilla Iced Coffee, Small",170,,6,3.5,0,20,30,28,0,26,2,198
Caf� Coffee Day,"Classic Chocolate Frosty, Junior",200,,5,3,0,20,90,33,0,27,6,224
Caf� Coffee Day,"Classic Chocolate Frosty, Large",590,,15,10,0.5,60,260,99,0,81,17,664
Caf� Coffee Day,"Classic Chocolate Frosty, Medium",470,,12,8,0.5,50,210,79,0,65,13,530
Caf� Coffee Day,"Classic Chocolate Frosty, Small",350,,9,6,0,35,150,58,0,47,10,393
Caf� Coffee Day,"Vanilla Frosty, Junior",190,,5,3.5,0,25,90,32,0,27,5,216
Caf� Coffee Day,"Vanilla Frosty, Large",570,,15,10,0.5,70,260,94,0,78,15,643
Caf� Coffee Day,"Vanilla Frosty, Medium",450,,12,8,0.5,55,210,75,0,63,12,509
Caf� Coffee Day,"Vanilla Frosty, Small",340,,9,6,0,45,160,56,0,47,9,384
Caf� Coffee Day,Chocolate Chunk Cookie,310,,16,8,0,20,210,40,2,24,3,339
Caf� Coffee Day,Double Chocolate Chunk Cookie,290,,14,7,0,20,230,39,4,21,4,314
Caf� Coffee Day,Sugar Cookie,330,,16,8,0,25,300,43,1,24,3,359
Caf� Coffee Day,Kids 2 Piece Chicken Tenders,200,,10,1.5,0,45,620,13,0,0,15,187
Caf� Coffee Day,Kids 4 Piece Chicken Nuggets,170,,11,2,0,35,340,10,0,0,9,163
Caf� Coffee Day,Kids Cheeseburger,280,,13,6,0.5,50,540,25,1,5,15,276
Caf� Coffee Day,Kids Grilled Chicken Wrap,270,,10,3.5,0,55,640,24,2,3,20,257
Caf� Coffee Day,Kids Hamburger,240,,9,3.5,0.5,40,350,24,1,5,13,236
Caf� Coffee Day,Artisan Egg Sandwich with Bacon,320,,17,8,0,245,750,25,1,4,18,314
McDonald’s,Artisan Egg Sandwich with Sausage,480,,33,13,0,275,980,27,1,4,21,476
McDonald’s,Bacon Breakfast Bowl,510,,28,9,0,245,1390,44,4,2,19,502
McDonald’s,Biggie Breakfast Sandwich,610,,40,15,0,290,1400,37,2,7,27,605
McDonald’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,410,,24,13,0,235,970,34,1,5,15,413
McDonald’s,Fresh Baked Biscuit with Natural Sausage,590,,41,19,0,270,1270,36,1,6,20,595
McDonald’s,Gravy and Sausage Bowl,450,,22,6,0,220,1260,50,4,2,12,446
McDonald’s,Honey Butter Chicken Biscuit,500,,26,12,0,50,1120,48,1,9,19,502
McDonald’s,Sausage and Egg Burrito,360,,20,8,0,210,920,29,1,2,17,353
McDonald’s,Sausage and Gravy Biscuit,490,,29,14,0,20,1400,49,2,6,8,502
McDonald’s,Sausage Biscuit,480,,33,15,0,50,1010,35,1,5,12,488
McDonald’s,Sausage Breakfast Bowl,640,,42,14,0,270,1540,46,4,3,21,636
McDonald’s,"Seasoned Home-Style Potatoes, Large",360,,13,2.5,0,0,1080,57,6,1,5,359
McDonald’s,"Seasoned Home-Style Potatoes, Medium",250,,9,1.5,0,0,750,39,4,1,4,249
McDonald’s,"Seasoned Home-Style Potatoes, Small",230,,8,1.5,0,0,680,35,4,0,3,229
McDonald’s,Two Sausage and Egg Burritos,720,,41,16,0,420,1830,59,2,5,34,707
McDonald’s,Two Sausage Biscuits,960,,65,31,0,95,2020,70,3,10,23,978
KFC,Limited Time Cinnabon Dessert  Biscuits,290,,13,7,0,<5,580,40,2,17,4,310
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,390,,21,4,0,120,1190,11,2,0,39,355
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,130,,8,1.5,0,55,430,4,1,0,12,119.5
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,280,,19,4.5,0,100,910,8,1,0,19,265.5
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,130,,8,2,0,55,380,3,0,0,10,122
KFC,Chicken Breast,770,,60,10,0,105,1530,21,1,1,35,746
KFC,Chicken Drumstick,250,,21,3.5,0,50,530,6,1,0,11,242.5
KFC,Chicken Thigh,500,,40,7,0,100,970,11,1,1,22,486
KFC,Chicken Whole Wing,290,,25,4,0,45,520,6,1,1,10,285
KFC,Breast,260,,12,3,0,130,790,1,0,0,38,225
KFC,Drumstick,100,,6,1.5,0,55,260,0,0,0,11,90.5
KFC,Thigh,180,,12,3.5,0,90,470,0,0,0,17,166.5
KFC,Whole Wing,90,,6,1.5,0,45,210,1,0,0,9,82.5
KFC,Breast,540,,40,7,0,100,1390,14,2,1,31,517
KFC,Drumstick,190,,14,2.5,0,40,510,6,1,0,9,183.5
KFC,Thigh,390,,32,6,0,65,900,12,2,1,13,384
KFC,Whole Wing,180,,15,2.5,0,35,450,5,1,0,8,174.5
KFC,EXTRA CRISPY  Chicken Breast,530,,35,6,0,105,1150,18,0,0,35,501
KFC,EXTRA CRISPY  Chicken Drumstick,170,,12,2,0,50,390,5,0,0,10,162
KFC,EXTRA CRISPY  Chicken Thigh,330,,23,4.5,0,100,700,9,0,0,22,312.5
KFC,EXTRA CRISPY  Chicken Whole Wing,170,,13,2,0,45,340,5,0,0,10,162
KFC,KENTUCKY GRILLED CHICKEN Breast,210,,7,2,0,130,710,0,0,0,38,174
KFC,KENTUCKY GRILLED CHICKEN Drumstick,80,,4,1,0,55,220,0,0,0,11,70
KFC,KENTUCKY GRILLED CHICKEN Thigh,150,,9,3,0,90,420,0,0,0,17,136
KFC,KENTUCKY GRILLED CHICKEN Whole Wing,70,,3,1,0,45,180,0,0,0,9,62
KFC,SPICY CRISPY CHICKEN Breast,350,,20,3.5,0,100,1100,11,1,0,30,323.5
KFC,SPICY CRISPY CHICKEN Drumstick,130,,8,1.5,0,40,420,5,1,0,9,122.5
KFC,SPICY CRISPY CHICKEN Thigh,270,,20,3.5,0,65,720,10,1,0,13,260.5
KFC,SPICY CRISPY CHICKEN Whole Wing,120,,8,1.5,0,35,350,5,0,0,7,114.5
KFC,EXTRA CRISPY  Tender (each),260,,14,2,0,50,610,15,<1,0,19,243
KFC,EXTRA CRISPY  Tender (each),220,,16,2.5,0,25,460,9,<1,0,10,212.5
KFC,KENTUCKY FRIED WINGS Buffalo,100,,7,1.5,0,20,310,3,0,0,5,96.5
KFC,KENTUCKY FRIED WINGS Honey BBQ,100,,6,1,0,20,210,8,0,4,5,100
KFC,KENTUCKY FRIED WINGS Nashville Hot,130,,11,2,0,20,230,4,0,0,5,127
KFC,KENTUCKY FRIED WINGS Unsauced,80,,6,1,0,20,150,3,0,0,5,76
KFC,POPCORN NUGGETS Kids,290,,19,2.5,0,30,870,19,1,0,13,279.5
KFC,POPCORN NUGGETS Large,620,,39,5,0,65,1820,39,2,0,27,598
KFC,BBQ Baked Beans,190,,1,0,0,0,650,34,7,15,11,194
KFC,Biscuit,180,,8,4.5,0,0,520,22,1,1,4,181.5
KFC,Coleslaw,170,,12,2,0,<5,180,14,4,10,1,181
KFC,Corn on the Cob,70,,0.5,0,0,0,0,17,2,3,2,71
KFC,Green Beans,25,,0,0,0,0,300,5,3,1,1,25
KFC,KFC® Cornbread Muffin,210,,9,1.5,0,35,240,28,<1,11,3,219.5
KFC,Macaroni & Cheese,140,,6,1.5,0,<5,590,17,1,2,5,138.5
KFC,Macaroni Salad,140,,8,1,0,15,290,14,0,9,1,149
KFC,Mashed Potatoes,110,,3.5,0.5,0,0,330,17,1,0,2,108.5
KFC,Mashed Potatoes With Gravy,130,,4.5,1,0,0,520,20,1,0,3,128
KFC,Potato Salad,340,,28,4.5,0,25,290,19,2,3,2,345.5
KFC,Secret Recipe Fries,320,,15,2,0,0,1100,41,3,0,5,317
KFC,Sweet Kernel Corn,70,,0.5,0,0,0,0,16,2,2,2,70
KFC,BBQ Baked Beans (Family),830,,5,1,0,0,2810,148,31,63,47,847
KFC,Coleslaw (Family),640,,46,7,0,15,670,54,14,37,4,680
KFC,Corn on the Cob (Family),280,,2,0,0,0,15,67,8,11,9,282
KFC,Green Beans (Family),80,,0,0,0,0,930,15,9,3,4,79
KFC,Macaroni & Cheese (Family),540,,23,6,0,10,2220,66,5,8,18,536
KFC,Macaroni Salad (Family),480,,28,3.5,0,55,990,50,0,30,3,510.5
KFC,Mashed Potatoes (Family),460,,15,3,0,0,1410,72,6,0,9,454
KFC,Mashed Potatoes With Gravy (Family),590,,21,5,0,0,2590,88,6,1,12,584
KFC,Potato Salad (Family),1200,,98,16,0,80,1010,65,8,12,8,1220
KFC,Secret Recipe Fries (Family),840,,40,5,0,0,2890,108,9,0,13,832
KFC,Sweet Kernel Corn (Family),280,,2.5,0,0,0,10,67,7,8,10,278
KFC,Chicken Littles,300,,15,2.5,0,30,620,27,1,3,14,291.5
KFC,Chicken Littles – Buffalo,310,,17,2.5,0,30,790,27,1,3,14,301.5
KFC,Chicken Littles – Honey BBQ,320,,15,2.5,0,30,680,31,1,7,14,315.5
KFC,Chicken Littles – Nashville Hot,340,,19,3,0,30,680,27,1,3,14,332
KFC,Classic Chicken Sandwich,650,,35,4.5,0,90,1260,49,1,6,34,626.5
KFC,Crispy Colonel’s Sandwich,470,,24,3.5,0,60,1170,39,<1,4,24,453.5
KFC,Crispy Colonel’s Sandwich – Buffalo,500,,27,4,0,60,1500,39,<1,4,24,484
KFC,Crispy Colonel’s Sandwich – Honey BBQ,510,,25,3.5,0,60,1290,48,<1,12,24,501.5
KFC,Crispy Colonel’s Sandwich – Nashville Hot,540,,32,4.5,0,60,1290,40,<1,5,24,525.5
KFC,Crispy Twister®,630,,34,7,0,70,1260,53,4,3,28,612
KFC,Honey BBQ Sandwich,350,,3.5,0.5,0,55,1350,55,2,22,24,348.5
KFC,Spicy Chicken Sandwich,620,,33,4,0,85,2140,49,1,6,34,596
KFC,Chicken Pot Pie,720,,41,25,0,80,1750,60,7,5,26,724
KFC,KFC® Famous Bowl,740,,35,6,0,45,2350,81,6,2,26,722
KFC,KFC® Famous Bowl – Snack Size,270,,14,3.5,0,20,850,27,2,1,11,263.5
KFC,Caesar Side Salad,40,,2,1,0,5,90,2,1,1,3,39
KFC,House Side Salad,15,,0,0,0,0,10,3,2,2,1,16
KFC,Heinz Buttermilk Dressing,160,,17,2,0,10,220,1,0,1,0,163
KFC,Hidden Valley The Original Ranch Fat Free Dressing,35,,0,0,0,0,410,8,0,2,1,36
KFC,KFC® Creamy Parmesan Caesar Dressing,260,,26,5,0,15,540,4,0,2,2,265
KFC,Marzetti Light Italian Dressing,15,,0.5,0,0,0,510,2,0,1,0,16
KFC,Parmesan Garlic Croutons,60,,3,0,0,0,135,8,<1,0,2,58
KFC,Apple Turnover,230,,10,2.5,0,0,140,32,<1,12,2,242.5
KFC,Café Valley Chocolate Chip Cake (1 Slice),300,,15,3,0,50,260,39,1,27,4,326
KFC,Café Valley Lemon Cake (1 Slice),220,,10,2,0,30,170,30,0,20,2,240
KFC,Café Valley Mini Chocolate Chip Cake,300,,12,2.5,0,40,190,49,1,35,3,334.5
KFC,Café Valley Mini Lemon Cake,300,,13,2.5,0,50,230,43,0,31,3,330.5
KFC,Chocolate Chip Cookie,120,,6,3,0,<5,70,18,1,12,1,134
KFC,Oreo Cookies and Crème Pie,270,,13,8,0,<5,210,35,1,24,3,299
KFC,Reese’s Peanut Butter Pie,300,,17,9,0,<5,270,33,1,22,5,326
KFC,BBQ – Dipping Sauce Cup,45,,0,0,0,0,150,11,0,11,0,56
KFC,Colonel’s Buttery Spread,35,,4,1.5,0,0,35,0,0,0,0,36.5
KFC,Grape Jelly Packet,35,,0,0,0,0,10,9,0,7,0,42
KFC,Honey Mustard – Dipping Sauce Cup,110,,9,1.5,0,<5,120,6,0,6,0,117.5
KFC,Honey Sauce Packet,30,,0,0,0,0,0,8,0,5,0,35
KFC,Ketchup,30,,0,0,0,0,250,8,0,6,0,36
KFC,KFC Sauce – Dipping Sauce Cup,90,,8,1.5,0,10,170,5,0,5,0,96.5
KFC,Lemon Juice Packet,5,,0,0,0,0,20,1,0,0,0,5
KFC,Ranch – Dipping Sauce Cup,130,,14,2.5,0,10,240,2,0,1,0,133.5
KFC,Strawberry Jam Packet,35,,0,0,0,0,0,9,0,6,0,41
KFC,Capri Sun® 100% Juice Fruit Punch,80,,0,0,0,0,25,21,0,20,0,100
KFC,Chocolate Milk 1%,150,,2.5,1.5,0,10,170,26,0,23,7,167.5
KFC,Milk 1%,90,,2,1.5,0,10,105,10,0,10,7,94.5
KFC,Musselman’s™ Applesauce,45,,0,0,0,0,0,12,1,8,0,53
KFC,7UP® (12 fl oz),140,,0,0,0,0,50,35,0,35,0,175
KFC,7UP® (16 fl oz),190,,0,0,0,0,70,46,0,46,0,236
KFC,7UP® (20 fl oz),240,,0,0,0,0,85,58,0,58,0,298
KFC,7UP® (30 fl oz),350,,0,0,0,0,125,87,0,87,0,437
KFC,Classic Lemonade (1/2 Gallon),880,,0,0,0,0,780,234,0,228,0,1108
KFC,Classic Lemonade (20 fl oz),140,,0,0,0,0,130,39,0,38,0,178
KFC,Code Red Mountain Dew® (12 fl oz),170,,0,0,0,0,50,46,0,46,0,216
KFC,Code Red Mountain Dew® (16 fl oz),230,,0,0,0,0,65,62,0,62,0,292
KFC,Code Red Mountain Dew® (20 fl oz),290,,0,0,0,0,85,77,0,77,0,367
KFC,Code Red Mountain Dew® (30 fl oz),430,,0,0,0,0,125,116,0,115,0,545
KFC,Diet Dr Pepper® (12 fl oz),0,,0,0,0,0,70,0,0,0,0,0
KFC,Diet Dr Pepper® (16 fl oz),0,,0,0,0,0,95,0,0,0,0,0
KFC,Diet Dr Pepper® (20 fl oz),0,,0,0,0,0,120,0,0,0,0,0
KFC,Diet Dr Pepper® (30 fl oz),0,,0,0,0,0,180,0,0,0,0,0
KFC,Diet Mist Twst® (12 fl oz),0,,0,0,0,0,35,0,0,0,0,0
KFC,Diet Mist Twst® (16 fl oz),0,,0,0,0,0,50,0,0,0,0,0
KFC,Diet Mist Twst® (20 fl oz),0,,0,0,0,0,60,0,0,0,0,0
KFC,Diet Mist Twst® (30 fl oz),5,,0,0,0,0,95,0,0,0,0,5
KFC,Diet Mountain Dew® (12 fl oz),0,,0,0,0,0,55,1,0,0,0,0
KFC,Diet Mountain Dew® (16 fl oz),5,,0,0,0,0,75,1,0,0,0,5
KFC,Diet Mountain Dew® (20 fl oz),10,,0,0,0,0,90,1,0,1,0,11
KFC,Diet Mountain Dew® (30 fl oz),10,,0,0,0,0,140,1,0,1,0,11
KFC,Diet Pepsi® (12 fl oz),0,,0,0,0,0,55,0,0,0,0,0
KFC,Diet Pepsi® (16 fl oz),0,,0,0,0,0,75,0,0,0,0,0
KFC,Diet Pepsi® (20 fl oz),0,,0,0,0,0,95,0,0,0,0,0
KFC,Diet Pepsi® (30 fl oz),0,,0,0,0,0,140,0,0,0,0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (12 fl oz),0,,0,0,0,0,35,0,0,0,0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (16 fl oz),0,,0,0,0,0,50,0,0,0,0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (20 fl oz),0,,0,0,0,0,60,0,0,0,0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (30 fl oz),0,,0,0,0,0,95,0,0,0,0,0
KFC,Dr Pepper® (12 fl oz),140,,0,0,0,0,45,39,0,38,0,178
KFC,Dr Pepper® (16 fl oz),190,,0,0,0,0,60,52,0,51,0,241
KFC,Dr Pepper® (20 fl oz),240,,0,0,0,0,75,65,0,64,0,304
KFC,Dr Pepper® (30 fl oz),360,,0,0,0,0,110,98,0,96,0,456
KFC,Lipton® Brisk® Lemon Tea (12 fl oz),80,,0,0,0,0,40,22,0,22,0,102
KFC,Lipton® Brisk® Lemon Tea (16 fl oz),110,,0,0,0,0,55,29,0,29,0,139
KFC,Lipton® Brisk® Lemon Tea (20 fl oz),140,,0,0,0,0,70,36,0,36,0,176
KFC,Lipton® Brisk® Lemon Tea (30 fl oz),210,,0,0,0,0,105,55,0,54,0,264
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (12 fl oz),0,,0,0,0,0,105,0,0,0,0,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (16 fl oz),0,,0,0,0,0,140,0,0,0,0,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz),5,,0,0,0,0,180,0,0,0,0,5
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz),10,,0,0,0,0,270,0,0,0,0,10
KFC,Lipton® Brisk® Raspberry Tea (12 fl oz),80,,0,0,0,0,45,20,0,20,0,100
KFC,Lipton® Brisk® Raspberry Tea (16 fl oz),100,,0,0,0,0,55,26,0,26,0,126
KFC,Lipton® Brisk® Raspberry Tea (20 fl oz),130,,0,0,0,0,70,33,0,33,0,163
KFC,Lipton® Brisk® Raspberry Tea (30 fl oz),190,,0,0,0,0,110,49,0,49,0,239
KFC,Lipton® Brisk® Sweet Iced Tea (12 fl oz),80,,0,0,0,0,45,22,0,21,0,101
KFC,Lipton® Brisk® Sweet Iced Tea (16 fl oz),110,,0,0,0,0,65,29,0,29,0,139
KFC,Lipton® Brisk® Sweet Iced Tea (20 fl oz),130,,0,0,0,0,80,36,0,36,0,166
KFC,Lipton® Brisk® Sweet Iced Tea (30 fl oz),200,,0,0,0,0,120,54,0,54,0,254
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (12 fl oz),0,,0,0,0,0,45,0,0,0,0,0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0,,0,0,0,0,60,0,0,0,0,0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0,,0,0,0,0,75,0,0,0,0,0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0,,0,0,0,0,115,0,0,0,0,0
KFC,Manzanita Sol® (12 fl oz),160,,0,0,0,0,35,42,0,42,0,202
KFC,Manzanita Sol® (16 fl oz),210,,0,0,0,0,45,57,0,57,0,267
KFC,Manzanita Sol® (20 fl oz),260,,0,0,0,0,55,71,0,71,0,331
KFC,Manzanita Sol® (30 fl oz),400,,0,0,0,0,80,106,0,106,0,506
KFC,Miranda® Strawberry (12 fl oz),160,,0,0,0,0,70,44,0,44,0,204
KFC,Miranda® Strawberry (16 fl oz),220,,0,0,0,0,95,58,0,58,0,278
KFC,Miranda® Strawberry (20 fl oz),270,,0,0,0,0,120,73,0,73,0,343
KFC,Miranda® Strawberry (30 fl oz),410,,0,0,0,0,180,109,0,109,0,519
KFC,Mist Twst® (12 fl oz),150,,0,0,0,0,35,41,0,41,0,191
KFC,Mist Twst® (16 fl oz),200,,0,0,0,0,45,54,0,54,0,254
KFC,Mist Twst® (20 fl oz),260,,0,0,0,0,55,68,0,68,0,328
KFC,Mist Twst® (30 fl oz),380,,0,0,0,0,80,101,0,101,0,481
KFC,MNT DEW Sweet Lightning (20 fl oz),120,,0,0,0,0,190,32,0,25,0,145
KFC,Mountain Dew® (12 fl oz),160,,0,0,0,0,50,44,0,44,0,204
KFC,Mountain Dew® (16 fl oz),220,,0,0,0,0,70,59,0,58,0,278
KFC,Mountain Dew® (20 fl oz),270,,0,0,0,0,85,73,0,73,0,343
KFC,Mountain Dew® (30 fl oz),410,,0,0,0,0,125,110,0,109,0,519
KFC,Mug Root Beer® (12 fl oz),140,,0,0,0,0,45,39,0,39,0,179
KFC,Mug Root Beer® (16 fl oz),190,,0,0,0,0,60,52,0,52,0,242
KFC,Mug Root Beer® (20 fl oz),240,,0,0,0,0,75,65,0,65,0,305
KFC,Mug Root Beer® (30 fl oz),360,,0,0,0,0,110,98,0,98,0,458
KFC,Pepsi Zero Sugar® (12 fl oz),0,,0,0,0,0,35,0,0,0,0,0
KFC,Pepsi Zero Sugar® (16 fl oz),0,,0,0,0,0,50,0,0,0,0,0
KFC,Pepsi Zero Sugar® (20 fl oz),0,,0,0,0,0,60,0,0,0,0,0
KFC,Pepsi Zero Sugar® (30 fl oz),0,,0,0,0,0,95,1,0,0,0,0
KFC,Pepsi® (12 fl oz),150,,0,0,0,0,30,41,0,41,0,191
KFC,Pepsi® (16 fl oz),200,,0,0,0,0,45,55,0,55,0,255
KFC,Pepsi® (20 fl oz),250,,0,0,0,0,55,69,0,69,0,319
KFC,Pepsi® (30 fl oz),380,,0,0,0,0,80,104,0,103,0,483
KFC,Sobe Lifewater Yumberry Pomegranate (12 fl oz),0,,0,0,0,0,45,0,0,0,0,0
KFC,Sobe Lifewater Yumberry Pomegranate (16 fl oz),0,,0,0,0,0,65,0,0,0,0,0
KFC,Sobe Lifewater Yumberry Pomegranate (20 fl oz),0,,0,0,0,0,80,0,0,0,0,0
